1,2,30.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.01,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.02,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.03,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.04,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
0.05,0.00,0.00
